product_name,product_code,grade,formula,molar_mass,image_url,pakaging,price
3-AMINO-2-BROMOPYRIDINE,0101320-5G,97% puriss for synthesis [39856-58-1],H1B224,A1D1C227,,5G," 18,000.00 "
S(+)-2-Amino-1-butanol,0101278-1G,98% puriss for synthesis [5856-62-2],H1B225,A1D1C228,,1G," 1,400.00 "
S(+)-2-Amino-1-butanol,0101278-5G,98% puriss for synthesis [5856-62-2],H1B226,A1D1C229,,5G," 5,000.00 "
3-AMINO-5-TERT-BUTYLISOXAZOLE,0101298-5G,97% puriss for synthesis [55809-36-4],H1B227,A1D1C230,,5G," 3,000.00 "
3-AMINO-5-TERT-BUTYLISOXAZOLE,0101298-25G,97% puriss for synthesis [55809-36-4],H1B228,A1D1C231,,25G," 12,500.00 "
4-AMINOBUTYRIC ACID,0101172-25G,~ 98%,H1B229,A1D1C232,,25G, 750.00 
4-AMINOBUTYRIC ACID,0101172-100G,~ 98%,H1B230,A1D1C233,,100G," 2,400.00 "
4-AMINOBUTYRIC ACID,0101172-500G,~ 98%,H1B231,A1D1C234,,500G," 9,000.00 "
6-AMINOCAPROIC ACID,0101160-100G,"99% (-Aminocaproic Acid, 6-Aminohexanoic Acid) puriss for synthesis",H1B232,A1D1C235,,100G, 970.00 
6-AMINOCAPROIC ACID,0101160-500G,"99% (-Aminocaproic Acid, 6-Aminohexanoic Acid) puriss for synthesis",H1B233,A1D1C236,,500G," 4,500.00 "
2-AMINO-4-CHLOROBENZOIC ACID,010192-25G,99% puriss for synthesis,H1B234,A1D1C237,,25G," 1,400.00 "
2-AMINO-4-CHLOROBENZOIC ACID,010192-100G,99% puriss for synthesis,H1B235,A1D1C238,,100G," 5,300.00 "
2-AMINO-4-CHLOROBENZOIC ACID,010192-500G,99% puriss for synthesis,H1B236,A1D1C239,,500G," 21,000.00 "
"4-AMINO-2-CHLORO-6,7-DIMETHOXYQUINAZOLINE",0101233-5G,~ 95% puriss for synthesis [23680-84-4],H1B237,A1D1C240,,5G," 2,400.00 "
"4-AMINO-2-CHLORO-6,7-DIMETHOXYQUINAZOLINE",0101233-25G,~ 95% puriss for synthesis [23680-84-4],H1B238,A1D1C241,,25G," 9,000.00 "
2-AMINO-6-CHLOROPURINE,0101321-1G,98% puriss for synthesis [10310-21-1],H1B239,A1D1C242,,1G," 2,700.00 "
2-AMINO-6-CHLOROPURINE,0101321-5G,98% puriss for synthesis [10310-21-1],H1B240,A1D1C243,,5G," 6,500.00 "
3-Amino-2-chloropyridine,0101259-5G,98% puriss for synthesis [6298-19-7],H1B241,A1D1C244,,5G, 600.00 
3-Amino-2-chloropyridine,0101259-25G,98% puriss for synthesis [6298-19-7],H1B242,A1D1C245,,25G," 2,000.00 "
3-Amino-2-chloropyridine,0101259-100G,98% puriss for synthesis [6298-19-7],H1B243,A1D1C246,,100G," 7,200.00 "
2-AMINO-3-CYANOPYRIDINE,0101228-1G,97% puriss for synthesis [24517-64-4],H1B244,A1D1C247,,1G," 2,500.00 "
2-AMINO-3-CYANOPYRIDINE,0101228-5G,97% puriss for synthesis [24517-64-4],H1B245,A1D1C248,,5G," 12,000.00 "
1-AMINO-1-CYCLOPROPANECARBONITRILE HYDROCHLORIDE,0101295-1G,98% puriss for synthesis [127946-77-4],H1B246,A1D1C249,,1G," 4,500.00 "
1-AMINO-1-CYCLOPROPANECARBONITRILE HYDROCHLORIDE,0101295-5G,98% puriss for synthesis [127946-77-4],H1B247,A1D1C250,,5G," 15,000.00 "
"2-AMINO-4,6-DICHLOROPYRIMIDINE",0101313-10G,98% puriss for synthesis [56-05-3],H1B248,A1D1C251,,10G," 2,250.00 "
"2-AMINO-4,6-DICHLOROPYRIMIDINE",0101313-50G,98% puriss for synthesis [56-05-3],H1B249,A1D1C252,,50G," 10,500.00 "
"2-AMINO-4,6-DIMETHYLPYRIDINE",0101306-5G,99% puriss for synthesis [5407-87-4],H1B250,A1D1C253,,5G," 5,500.00 "
"2-AMINO-4,6-DIMETHYLPYRIDINE",0101306-25G,99% puriss for synthesis [5407-87-4],H1B251,A1D1C254,,25G," 16,500.00 "
2-Amino-3-fluorobenzoic acid,0101251-1G,97% puriss for synthesis [825-22-9],H1B252,A1D1C255,,1G," 2,500.00 "
2-Amino-3-fluorobenzoic acid,0101251-5G,97% puriss for synthesis [825-22-9],H1B253,A1D1C256,,5G," 8,000.00 "
2-AMINO-4-FLUOROBENZOIC ACID (4-Fluoroanthranilicacid),0101213-5G,puriss for Synthesis,H1B254,A1D1C257,,5G," 1,300.00 "
2-AMINO-4-FLUOROBENZOIC ACID (4-Fluoroanthranilicacid),0101213-25G,puriss for Synthesis,H1B255,A1D1C258,,25G," 5,300.00 "
2-AMINO-4-FLUOROBENZOIC ACID (4-Fluoroanthranilicacid),0101213-100G,puriss for Synthesis,H1B256,A1D1C259,,100G," 19,000.00 "
1-AMINOGUANIDINE HYDROGENCARBONATE,0101109-100G,puriss for synthesis,H1B257,A1D1C260,,100G, 415.00 
1-AMINOGUANIDINE HYDROGENCARBONATE,0101109-500G,puriss for synthesis,H1B258,A1D1C261,,500G," 1,250.00 "
2-Amino-3-hydroxypyridine,0101252-25G,98% puriss for synthesis [16867-03-1],H1B259,A1D1C262,,25G," 2,000.00 "
2-Amino-3-hydroxypyridine,0101252-100G,98% puriss for synthesis [16867-03-1],H1B260,A1D1C263,,100G," 7,000.00 "
2-AMINOISOBUTYRIC ACID,0101296-25G,99% puriss for synthesis [62-57-7],H1B261,A1D1C264,,25G," 1,100.00 "
2-AMINOISOBUTYRIC ACID,0101296-100G,99% puriss for synthesis [62-57-7],H1B262,A1D1C265,,100G," 3,300.00 "
2-Amino-6-methoxybenzothiazole,0101255-25G,98% puriss for synthesis [1747-60-0],H1B263,A1D1C266,,25G," 2,110.00 "
2-Amino-6-methoxybenzothiazole,0101255-100G,98% puriss for synthesis [1747-60-0],H1B264,A1D1C267,,100G," 9,000.00 "
3-AMINO-4-METHYLBENZOIC ACID,0101308-25G,99% puriss for synthesis [2458-12-0],H1B265,A1D1C268,,25G," 1,250.00 "
3-AMINO-4-METHYLBENZOIC ACID,0101308-100G,99% puriss for synthesis [2458-12-0],H1B266,A1D1C269,,100G," 4,400.00 "
"2-AMINO-2-METHYL-1,3-PROPANEDIOL",010139-25G,~ 99% (NT) puriss,H1B267,A1D1C270,,25G," 1,050.00 "
"2-AMINO-2-METHYL-1,3-PROPANEDIOL",010139-100G,~ 99% (NT) puriss,H1B268,A1D1C271,,100G," 3,000.00 "
2-AMINO-2-METHYL-1-PROPANOL,0101170-500ML,"98+% (AMP, Isobutanolamine) pure for synthesis",H1B269,A1D1C272,,500ML," 1,150.00 "
2-AMINO-2-METHYL-1-PROPANOL,0101171-100ML,99% puriss AR for biochemistry (suitable as buffer),H1B270,A1D1C273,,100ML, 875.00 
2-AMINO-2-METHYL-1-PROPANOL,0101171-500ML,99% puriss AR for biochemistry (suitable as buffer),H1B271,A1D1C274,,500ML," 3,775.00 "
2-AMINO-3-METHYLPYRIDINE (2-Amino-3-picoline),0101212-100G,97% puriss for Synthesis,H1B272,A1D1C275,,100G," 3,000.00 "
2-AMINO-3-METHYLPYRIDINE (2-Amino-3-picoline),0101212-500G,97% puriss for Synthesis,H1B273,A1D1C276,,500G," 12,000.00 "
2-AMINO-4-METHYLPYRIDINE (2-Amino-4-picoline),0101214-100G,98% puriss for Synthesis,H1B274,A1D1C277,,100G," 1,400.00 "
2-AMINO-4-METHYLPYRIDINE (2-Amino-4-picoline),0101214-500G,98% puriss for Synthesis,H1B275,A1D1C278,,500G," 6,800.00 "
2-AMINO-5-METHYLPYRIDINE (6-Amino-3-picoline),0101207-25G,99% puriss for synthesis,H1B276,A1D1C279,,25G," 1,700.00 "
2-AMINO-5-METHYLPYRIDINE (6-Amino-3-picoline),0101207-100G,99% puriss for synthesis,H1B277,A1D1C280,,100G," 6,500.00 "
2-AMINONAPHTHALENE-1-SULPHONIC ACID,0101111-25G,puriss for synthesis,H1B278,A1D1C281,,25G, 975.00 
2-AMINO-4-NITROPHENOL,010141-25G,pract,H1B279,A1D1C282,,25G," 1,350.00 "
2-AMINO-4-NITROPHENOL,010141-100G,pract,H1B280,A1D1C283,,100G," 5,000.00 "
2-AMINO-5-NITROPHENOL (2-Hydroxy-4-Nitroaniline),010129-250G,99% puriss for synthesis,H1B281,A1D1C284,,250G," 5,000.00 "
2-Amino-3-nitropyridine,0101281-5G,99% puriss for synthesis [4214-75-9],H1B282,A1D1C285,,5G," 2,400.00 "
2-Amino-3-nitropyridine,0101281-25G,99% puriss for synthesis [4214-75-9],H1B283,A1D1C286,,25G," 8,000.00 "
2-AMINO-5-NITROPYRIDINE,0101307-5G,99% puriss for synthesis [4214-76-0],H1B284,A1D1C287,,5G," 1,100.00 "
2-AMINO-5-NITROPYRIDINE,0101307-25G,99% puriss for synthesis [4214-76-0],H1B285,A1D1C288,,25G," 4,200.00 "
2-AMINO-5-NITROPYRIDINE,0101307-100G,99% puriss for synthesis [4214-76-0],H1B286,A1D1C289,,100G," 12,000.00 "
5-AMINOOROTIC ACID,0101319-5G,99% puriss for synthesis [7164-43-4],H1B287,A1D1C290,,5G," 1,100.00 "
5-AMINOOROTIC ACID,0101319-25G,99% puriss for synthesis [7164-43-4],H1B288,A1D1C291,,25G," 4,000.00 "
5-AMINOOROTIC ACID,0101319-100G,99% puriss for synthesis [7164-43-4],H1B289,A1D1C292,,100G," 11,000.00 "
2-AMINOPHENOL-4-SULPHONIC ACID,0101135-100G,~85-90% tech. for synthesis,H1B290,A1D1C293,,100G," 2,350.00 "
3-AMINOPHENYLBORONIC ACID HEMISULFATE,0101231-1G,98% pure for synthesis [66472-86-4],H1B291,A1D1C294,,1G," 3,000.00 "
3-AMINOPHENYLBORONIC ACID HEMISULFATE,0101231-5G,98% pure for synthesis [66472-86-4],H1B292,A1D1C295,,5G," 9,000.00 "
3-AMINOPHENYLBORONIC ACID HEMISULFATE,0101231-25G,98% pure for synthesis [66472-86-4],H1B293,A1D1C296,,25G," 33,000.00 "
3-AMINOPICOLINIC ACID,0101232-1G,97% puriss for synthesis [1462-86-8],H1B294,A1D1C297,,1G," 4,500.00 "
3-AMINOPICOLINIC ACID,0101232-5G,97% puriss for synthesis [1462-86-8],H1B295,A1D1C298,,5G," 18,500.00 "
1-AMINOPIPERIDINE,0101225-5G,97% puriss for synthesis [2213-43-6],H1B296,A1D1C299,,5G," 1,400.00 "
1-AMINOPIPERIDINE,0101225-25G,97% puriss for synthesis [2213-43-6],H1B297,A1D1C300,,25G," 3,400.00 "
"2-AMINO-1,3-PROPANEDIOL (SERINOL)",0101294-5G,98% puriss for synthesis [534-03-2],H1B298,A1D1C301,,5G," 1,550.00 "
"2-AMINO-1,3-PROPANEDIOL (SERINOL)",0101294-25G,98% puriss for synthesis [534-03-2],H1B299,A1D1C302,,25G," 4,500.00 "
"2-AMINO-1,3-PROPANEDIOL (SERINOL)",0101294-100G,98% puriss for synthesis [534-03-2],H1B300,A1D1C303,,100G," 15,000.00 "
(R)-(-)-1-AMINO-2-PROPANOL,0101305-5G,98% puriss for synthesis [2799-16-8],H1B301,A1D1C304,,5G," 1,450.00 "
(R)-(-)-1-AMINO-2-PROPANOL,0101305-25G,98% puriss for synthesis [2799-16-8],H1B302,A1D1C305,,25G," 6,500.00 "
(R)-(-)-1-AMINO-2-PROPANOL,0101305-100G,98% puriss for synthesis [2799-16-8],H1B303,A1D1C306,,100G," 19,500.00 "
S(+)-2-Amino-1-propanol,0101279-1G,99% puriss for synthesis [2799-17-9],H1B304,A1D1C307,,1G," 1,650.00 "
S(+)-2-Amino-1-propanol,0101279-5G,99% puriss for synthesis [2799-17-9],H1B305,A1D1C308,,5G," 6,500.00 "
3-Amino-1-propanol,0101258-100ML,98% puriss for synthesis [156-87-6],H1B306,A1D1C309,,100ML, 850.00 
3-Amino-1-propanol,0101258-500ML,98% puriss for synthesis [156-87-6],H1B307,A1D1C310,,500ML," 2,400.00 "
3-AMINOPROPYLTRIETHOXY SILANE (3-(Triethoxysilyl)-propylamine),0101193-100G,98% puriss for synthesis,H1B308,A1D1C311,,100G," 2,100.00 "
3-AMINOPROPYLTRIETHOXY SILANE (3-(Triethoxysilyl)-propylamine),0101193-500G,98% puriss for synthesis,H1B309,A1D1C312,,500G," 7,000.00 "
AMINOPTERINE,010142-10MG,~98% (UV) puriss for biochemistry,H1B310,A1D1C313,,10MG," 2,900.00 "
AMINOPTERINE,010142-25MG,~98% (UV) puriss for biochemistry,H1B311,A1D1C314,,25MG," 7,000.00 "
2-AMINO PYRAZINE,0101302-5G,98% puriss for synthesis [5049-61-6],H1B312,A1D1C315,,5G," 1,250.00 "
2-AMINO PYRAZINE,0101302-25G,98% puriss for synthesis [5049-61-6],H1B313,A1D1C316,,25G," 3,400.00 "
2-AMINO PYRAZINE,0101302-100G,98% puriss for synthesis [5049-61-6],H1B314,A1D1C317,,100G," 12,800.00 "
3-Aminopyrazine-2-carboxylic acid,0101260-5G,98% puriss for synthesis [5424-01-1],H1B315,A1D1C318,,5G," 2,000.00 "
3-Aminopyrazine-2-carboxylic acid,0101260-25G,98% puriss for synthesis [5424-01-1],H1B316,A1D1C319,,25G," 8,000.00 "
3-Aminopyrazine-2-carboxylic acid,0101260-100G,98% puriss for synthesis [5424-01-1],H1B317,A1D1C320,,100G," 30,000.00 "
3-Aminopyrazole,0101261-5G,98% puriss for synthesis [1820-80-0],H1B318,A1D1C321,,5G," 2,800.00 "
3-Aminopyrazole,0101261-25G,98% puriss for synthesis [1820-80-0],H1B319,A1D1C322,,25G," 7,000.00 "
3-Aminopyrazole,0101261-100G,98% puriss for synthesis [1820-80-0],H1B320,A1D1C323,,100G," 20,000.00 "
2-AMINOPYRIDINE,0101215-100G,98% puriss for Synthesis,H1B321,A1D1C324,,100G, 575.00 
2-AMINOPYRIDINE,0101215-500G,98% puriss for Synthesis,H1B322,A1D1C325,,500G," 2,700.00 "
3-AMINOPYRIDINE,0101165-25G,99% puriss for synthesis,H1B323,A1D1C326,,25G, 800.00 
3-AMINOPYRIDINE,0101165-100G,99% puriss for synthesis,H1B324,A1D1C327,,100G," 2,650.00 "
3-AMINOPYRIDINE,0101165-500G,99% puriss for synthesis,H1B325,A1D1C328,,500G," 9,200.00 "
4-AMINOPYRIDINE(4-Pyridyalamine),010172-10G,98%,H1B326,A1D1C329,,10G, 425.00 
4-AMINOPYRIDINE(4-Pyridyalamine),010172-100G,98%,H1B327,A1D1C330,,100G," 3,000.00 "
4-AMINOPYRIDINE(4-Pyridyalamine),010172-500G,98%,H1B328,A1D1C331,,500G," 12,500.00 "
6-AMINOQUINOLINE,0101234-1G,98% puriss for synthesis [580-15-4],H1B329,A1D1C332,,1G," 2,400.00 "
6-AMINOQUINOLINE,0101234-5G,98% puriss for synthesis [580-15-4],H1B330,A1D1C333,,5G," 9,000.00 "
5-AMINOSALICYLIC ACID,010143-25G,95% (NT) pract.,H1B331,A1D1C334,,25G," 1,000.00 "
5-AMINOSALICYLIC ACID,010143-100G,95% (NT) pract.,H1B332,A1D1C335,,100G," 3,600.00 "
5-AMINOTETRAZOLE MONOHYDRATE,0101113-100G,98% puriss for biochemistry,H1B333,A1D1C336,,100G," 2,200.00 "
2-Aminothiazole,0101256-25G,99% puriss for synthesis [96-50-4],H1B334,A1D1C337,,25G, 450.00 
2-Aminothiazole,0101256-100G,99% puriss for synthesis [96-50-4],H1B335,A1D1C338,,100G," 1,600.00 "
"4-AMINO-1,2,4-TRIAZOLE",0101314-25G,99% puriss for synthesis [584-13-4],H1B336,A1D1C339,,25G," 2,000.00 "
"4-AMINO-1,2,4-TRIAZOLE",0101314-100G,99% puriss for synthesis [584-13-4],H1B337,A1D1C340,,100G," 7,700.00 "
2-AMINO-3-(TRIFLUOROMETHYL) PYRIDINE-5-BORONIC ACID PINACOL ESTER,0101303-250MG,98% [947249-01-6],H1B338,A1D1C341,,250MG," 9,000.00 "
2-AMINO-3-(TRIFLUOROMETHYL) PYRIDINE-5-BORONIC ACID PINACOL ESTER,0101303-1G,98% [947249-01-6],H1B339,A1D1C342,,1G," 26,000.00 "
"AMMONIUM ACETATE ACS,",110104-500G,ISO,H1B340,A1D1C343,,500G, 415.00 
AMMONIUM BIFLUORIDE,0101175-500G,puriss,H1B341,A1D1C344,,500G, 470.00 
AMMONIUM BROMIDE,0101194-500G,99% puriss AR,H1B342,A1D1C345,,500G, 750.00 
AMMONIUM DICHROMATE,010133-500G,puriss for synthesis,H1B343,A1D1C346,,500G, 720.00 
AMMONIUM DICHROMATE,010133-5000G,puriss for synthesis,H1B344,A1D1C347,,5000G," 7,000.00 "
AMMONIUM DICHROMATE,0101176-500G,puriss AR,H1B345,A1D1C348,,500G, 800.00 
AMMONIUM DIHYDROGEN PHOSPHATE extrapure,0101177-500G,AR,H1B346,A1D1C349,,500G, 450.00 
"AMMONIUM DIHYDROGEN PHOSPHATE ACS,",110105-500G,ISO,H1B347,A1D1C350,,500G, 625.00 
AMMONIUM DIHYDROGEN PHOSPHATE,0701245-500G,HPLC [7722-76-1],H1B348,A1D1C351,,500G," 1,250.00 "
AMMONIUM FLUORIDE,0101178-250G,99% puriss AR,H1B349,A1D1C352,,250G," 3,300.00 "
AMMONIUM FLUORIDE,0101178-1000G,99% puriss AR,H1B350,A1D1C353,,1000G," 9,500.00 "
AMMONIUM PEROXODISULPHATE,0101112-500G,purified for synthesis,H1B351,A1D1C354,,500G, 350.00 
AMMONIUM PEROXODISULPHATE,0101115-500G,99% puriss AR,H1B352,A1D1C355,,500G, 380.00 
AMMONIUM SULPHATE,010173-500G,specialyy purified for enzymatic work (Low in heavy metals),H1B353,A1D1C356,,500G, 405.00 
AMMONIUM THIOCYANATE cryst,0101183-500G,purified for synthesis,H1B354,A1D1C357,,500G, 495.00 
AMMONIUM THIOCYANATE cryst,0101184-500G,99% puriss AR,H1B355,A1D1C358,,500G, 575.00 
AMMONIUM THIOCYANATE cryst,0101184-10x500G,99% puriss AR,H1B356,A1D1C359,,10x500G," 5,500.00 "
n-AMYLBENZENE (Pentylbenzene),0101312-25ML,99% puriss for synthesis [538-68-1],H1B357,A1D1C360,,25ML," 5,500.00 "
ANILNE,0101185-500ML,purified for synthesis,H1B358,A1D1C361,,500ML, 440.00 
ANILNE,0101185-2500ML,purified for synthesis,H1B359,A1D1C362,,2500ML," 2,000.00 "
ANILINE,010155-500ML,99% puriss AR,H1B360,A1D1C363,,500ML, 515.00 
ANILINE BLUE (water soluble),010128-25G,for microscopical staining,H1B361,A1D1C364,,25G, 265.00 
ANILINE BLUE (water soluble),010128-100G,for microscopical staining,H1B362,A1D1C365,,100G," 1,000.00 "
ANISALDEHYDE (4-Methoxybenzaldehyde),010151-250ML,puriss for synthesis,H1B363,A1D1C366,,250ML, 610.00 
ANISALDEHYDE (4-Methoxybenzaldehyde),010151-1000ML,puriss for synthesis,H1B364,A1D1C367,,1000ML," 1,800.00 "
4-ANISALDEHYDE DIMETHYL ACETAL,0101293-25G,97% puriss for synthesis [2186-92-7],H1B365,A1D1C368,,25G," 1,450.00 "
4-ANISALDEHYDE DIMETHYL ACETAL,0101293-100G,97% puriss for synthesis [2186-92-7],H1B366,A1D1C369,,100G," 5,500.00 "
4-ANISIC ACID (4-Methoxybenzoic Acid),0101103-100G,98% (T) m.p. 182-184°C puriss for synthesis,H1B367,A1D1C370,,100G, 650.00 
4-ANISIC ACID (4-Methoxybenzoic Acid),0101103-500G,98% (T) m.p. 182-184°C puriss for synthesis,H1B368,A1D1C371,,500G," 2,750.00 "
3-ANISIDINE,010150-100ML,97% pract.,H1B369,A1D1C372,,100ML," 1,800.00 "
3-ANISIDINE,010150-500ML,97% pract.,H1B370,A1D1C373,,500ML," 6,500.00 "
ANISOLE,0101114-500ML,99% puriss for synthesis,H1B371,A1D1C374,,500ML, 535.00 
p-ANISOYL CHLORIDE (4-Methoxybenzoyl Chloride),010159-100G,97% (T) m.p. 20-22°C puriss for synthesis,H1B372,A1D1C375,,100G," 2,200.00 "
ANTHRACENE,010130-250G,95% pract,H1B373,A1D1C376,,250G," 1,500.00 "
ANTHRACENE,010130-1000G,95% pract,H1B374,A1D1C377,,1000G," 5,500.00 "
9-ANTHRACENEBORONIC ACID,0101310-100MG,97% puriss for synthesis [100622-34-2],H1B375,A1D1C378,,100MG," 2,200.00 "
9-ANTHRACENEBORONIC ACID,0101310-1G,97% puriss for synthesis [100622-34-2],H1B376,A1D1C379,,1G," 7,800.00 "
ANTHRACENE-9-CARBOXYLIC ACID (9-Anthroic Acid),010123-10G,98% puriss for synthesis,H1B377,A1D1C380,,10G," 1,450.00 "
ANTHRACENE-9-CARBOXYLIC ACID (9-Anthroic Acid),010123-100G,98% puriss for synthesis,H1B378,A1D1C381,,100G," 11,500.00 "
9-ANTHRACENE METHANOL,0101158-10G,98% m.p. 158-160°C puriss for synthesis,H1B379,A1D1C382,,10G, 900.00 
9-ANTHRACENE METHANOL,0101158-50G,98% m.p. 158-160°C puriss for synthesis,H1B380,A1D1C383,,50G," 4,000.00 "
9-Anthracene methyl Acrylate,0101265-1G,95% puriss for synthesis [31645-34-8],H1B381,A1D1C384,,1G," 4,000.00 "
9-Anthracene methyl Acrylate,0101265-5G,95% puriss for synthesis [31645-34-8],H1B382,A1D1C385,,5G," 12,000.00 "
9-Anthracene methyl methacrylate,0101266-1G,95% puriss for synthesis [31645-35-9],H1B383,A1D1C386,,1G," 4,500.00 "
9-Anthracene methyl methacrylate,0101266-5G,95% puriss for synthesis [31645-35-9],H1B384,A1D1C387,,5G," 13,500.00 "
9-ANTHRALDEHYDE,0101159-25G,97% m.p. 103-105°C puriss for synthesis,H1B385,A1D1C388,,25G," 1,100.00 "
9-ANTHRALDEHYDE,0101159-100G,97% m.p. 103-105°C puriss for synthesis,H1B386,A1D1C389,,100G," 3,200.00 "
ANTHRAQUINONE,0101223-25G,99% puriss AR,H1B387,A1D1C390,,25G, 310.00 
ANTHRAQUINONE,0101223-100G,99% puriss AR,H1B388,A1D1C391,,100G," 1,000.00 "
ANTHRONE,0101186-25G,97% purified for synthesis,H1B389,A1D1C392,,25G, 700.00 
ANTHRONE,0101186-100G,97% purified for synthesis,H1B390,A1D1C393,,100G," 2,650.00 "
ANTHRONE crystalline,0101187-10G,98% puriss AR for biochemistry,H1B391,A1D1C394,,10G, 405.00 
ANTIMONY TRIFLUORIDE (Antimony(III)Fluoride),010117-250G,98% pure,H1B392,A1D1C395,,250G," 3,000.00 "
ANTIMONY TRIFLUORIDE (Antimony(III)Fluoride),010117-1000G,98% pure,H1B393,A1D1C396,,1000G," 11,000.00 "
ANTIMONY TRIOXIDE,0101205-500G,99% puriss AR,H1B394,A1D1C397,,500G," 1,550.00 "
D-ARABINOSE,0101208-5G,99% puriss for biochemistry,H1B395,A1D1C398,,5G, 380.00 
D-ARABINOSE,0101208-25G,99% puriss for biochemistry,H1B396,A1D1C399,,25G," 1,700.00 "
ARECOLINE HYDROBROMIDE,0101119-1G,puriss for biochemistry,H1B397,A1D1C400,,1G," 2,000.00 "
L-ARGININE,0101140-25G,99% puriss for biochemistry CHR,H1B398,A1D1C401,,25G, 270.00 
L-ARGININE,0101140-100G,99% puriss for biochemistry CHR,H1B399,A1D1C402,,100G, 850.00 
L-ARGININE,0101140-1000G,99% puriss for biochemistry CHR,H1B400,A1D1C403,,1000G," 7,800.00 "
L-ARGININE MONOHYDROCHLORIDE,0101145-25G,99% puriss for biochemistry CHR,H1B401,A1D1C404,,25G, 300.00 
L-ARGININE MONOHYDROCHLORIDE,0101145-100G,99% puriss for biochemistry CHR,H1B402,A1D1C405,,100G, 850.00 
L-ARGININE MONOHYDROCHLORIDE,0101145-1000G,99% puriss for biochemistry CHR,H1B403,A1D1C406,,1000G," 8,000.00 "
p-ARSANILIC ACID (4-Aminobenzenearsonic Acid),0101120-100G,pure for synthesis,H1B404,A1D1C407,,100G," 5,000.00 "
p-ARSANILIC ACID (4-Aminobenzenearsonic Acid),0101120-500G,pure for synthesis,H1B405,A1D1C408,,500G," 17,500.00 "
ARSENAZO I (Neothorine),0101195-5G,98% puriss AR (Reagent for metals),H1B406,A1D1C409,,5G," 4,100.00 "
ARSENAZO III,0101196-5G,"98% puriss AR for determination of Th, Zr, U, Cd, Zn and Ca.",H1B407,A1D1C410,,5G," 5,100.00 "
ARSENIC LUMPS,0101122-5G,99.999 +% packed under Argon,H1B408,A1D1C411,,5G," 4,750.00 "
ARSENIC METAL,0101121-25G,99+% packed under Argon,H1B409,A1D1C412,,25G," 2,980.00 "
ARTEMETHER (Artemethrum),0101163-100MG,98% puriss,H1B410,A1D1C413,,100MG," 5,720.00 "
L-ASCORBIC ACID,010131-100G,puriss for biochemistry,H1B411,A1D1C414,,100G, 840.00 
L-ASCORBIC ACID,010131-500G,puriss for biochemistry,H1B412,A1D1C415,,500G," 4,100.00 "
L-ASPARAGINE,0101141-25G,99% puriss for biochemistry CHR,H1B413,A1D1C416,,25G, 300.00 
L-ASPARAGINE,0101141-100G,99% puriss for biochemistry CHR,H1B414,A1D1C417,,100G, 975.00 
L-ASPARAGINE,0101141-1000G,99% puriss for biochemistry CHR,H1B415,A1D1C418,,1000G," 7,000.00 "
DL-ASPARTIC ACID,0101139-25G,99% puriss for biochemistry CHR,H1B416,A1D1C419,,25G, 120.00 
DL-ASPARTIC ACID,0101139-100G,99% puriss for biochemistry CHR,H1B417,A1D1C420,,100G, 385.00 
DL-ASPARTIC ACID,0101139-1000G,99% puriss for biochemistry CHR,H1B418,A1D1C421,,1000G," 3,300.00 "
L-ASPARTIC ACID,0101138-25G,99% puriss for biochemistry CHR,H1B419,A1D1C422,,25G, 140.00 
L-ASPARTIC ACID,0101138-100G,99% puriss for biochemistry CHR,H1B420,A1D1C423,,100G, 360.00 
L-ASPARTIC ACID,0101138-1000G,99% puriss for biochemistry CHR,H1B421,A1D1C424,,1000G," 3,100.00 "
D-Aspartic acid,0101277-25G,99% puriss for synthesis [1783-96-6],H1B422,A1D1C425,,25G," 1,800.00 "
D-Aspartic acid,0101277-100G,99% puriss for synthesis [1783-96-6],H1B423,A1D1C426,,100G," 6,500.00 "
D-Aspartic acid,0101277-500G,99% puriss for synthesis [1783-96-6],H1B424,A1D1C427,,500G," 22,000.00 "
7-AZAINDOLE,0101220-1G,98% puriss for Synthesis,H1B425,A1D1C428,,1G, 900.00 
7-AZAINDOLE,0101220-5G,98% puriss for Synthesis,H1B426,A1D1C429,,5G," 2,400.00 "
7-AZAINDOLE,0101220-25G,98% puriss for Synthesis,H1B427,A1D1C430,,25G," 9,500.00 "
AZELAIC ACID,0101246-100G,95% pract. for synthesis [123-99-9],H1B428,A1D1C431,,100G," 1,800.00 "
AZELAIC ACID,0101246-500G,95% pract. for synthesis [123-99-9],H1B429,A1D1C432,,500G," 5,500.00 "
Azetidine HCl,0101276-1G,puriss for synthesis [36520-39-5],H1B430,A1D1C433,,1G," 9,500.00 "
Azetidine HCl,0101276-5G,puriss for synthesis [36520-39-5],H1B431,A1D1C434,,5G," 30,000.00 "
AZIDOTRIMETHYL SILANE,0101188-25G,97% puriss for synthesis (Trimethylsillylazide),H1B432,A1D1C435,,25G," 2,400.00 "
AZIDOTRIMETHYL SILANE,0101188-100G,97% puriss for synthesis (Trimethylsillylazide),H1B433,A1D1C436,,100G," 8,200.00 "
AZIDOTRIMETHYL SILANE,0101188-500G,97% puriss for synthesis (Trimethylsillylazide),H1B434,A1D1C437,,500G," 38,000.00 "
"a,a'-AZOISOBUTYRONITRILE (AIBN, 2,2'-Azobis(2-methylpropionitrile))",0101206-100G,98% puriss for synthesiS.,H1B435,A1D1C438,,100G, 900.00 
